"","ent_mun","year","month","homicides","pop_est","homicide_rate","mun","first_place_raw_votes","second_place_raw_votes","efec","first_place_party","second_place_party","alternation_index","pan_consec_yrs_in_pwr","date","election_year","post_election_avg_rate"
"189","04009",2012,"07",0,54189.833376153,0,"ESCARCEGA",10783,9287,21906,"pri","pan",3,0,2012-07-01,1,7.97629323037582
"190","04009",2015,"06",1,54198.3518431133,22.4637827276421,"ESCARCEGA",8875.62,8246,21307,"pri","pan",3,0,2015-06-01,1,8.60807013837965
"191","04009",2018,"07",0,54206.8742228363,0,"ESCARCEGA",9537,7154.63,24580,"morena","pri",4,0,2018-07-01,1,9.78187264202195
"192","04010",2003,"07",0,23121.325049009,0,"CALAKMUL",2692,2274,5940,"pri","pan",0,0,2003-07-01,1,7.15145226947793
"193","04010",2006,"07",0,23126.9461958422,0,"CALAKMUL",3399,2708,7070,"prd","pri",1,0,2006-07-01,1,5.49642425475538
"194","04010",2009,"07",0,23132.5673426755,0,"CALAKMUL",3516,3382,8298,"pri","pan",2,0,2009-07-01,1,5.78231819147808
"195","04010",2012,"07",0,26886.911460807,0,"CALAKMUL",4015,3927,9934,"pri","pan",2,0,2012-07-01,1,6.70846950908868
"196","04010",2015,"06",0,26894.0836567213,0,"CALAKMUL",5427,5298.7,11781,"pan","pri",3,1,2015-06-01,1,7.72352548713722
"197","04010",2018,"07",0,26901.2591470195,0,"CALAKMUL",5520.45,3104,13041,"pri","plc",4,0,2018-07-01,1,7.92826892525257
"198","04011",2003,"07",0,37686.8985657469,0,"CANDELARIA",3028,2939,9213,"pri","pan",0,0,2003-07-01,1,12.6566285203148
"199","04011",2006,"07",1,37692.1406917955,31.2591905056769,"CANDELARIA",5142,4752,11052,"pan","pri",1,1,2006-07-01,1,13.2096996568887
"200","04011",2009,"07",0,37697.3828178442,0,"CANDELARIA",6968,6475,13905,"pan","pri",1,2,2009-07-01,1,13.8171321220022
"201","04011",2012,"07",0,41199.8130472589,0,"CANDELARIA",6732,6672,16416,"pri","pan",2,0,2012-07-01,1,15.4440310840887
"202","04011",2015,"06",0,41208.3018279779,0,"CANDELARIA",11982,6254.78,18906,"pan","pri",3,1,2015-06-01,1,17.1443153503197
"203","04011",2018,"07",3,41216.7945078238,85.7581833221865,"CANDELARIA",8113.97,6868.16,19269,"pan","pri",3,2,2018-07-01,1,18.5507204479008
"204","05001",2002,"09",0,1125.93382674004,0,"ABASOLO",361,319,693,"pri","pan",0,0,2002-09-01,1,0
"205","05001",2005,"09",0,1125.85026310248,0,"ABASOLO",411,379,793,"pan","pri",1,1,2005-09-01,1,0
"206","05001",2009,"10",0,1125.73884491908,0,"ABASOLO",547.99,272,827,"pri","pan",2,0,2009-10-01,1,7.75472773543189
"207","05001",2013,"07",0,1069.92748347825,0,"ABASOLO",464.83,411.98,914,"pri","pan",2,0,2013-07-01,1,17.4796864658519
"208","05001",2017,"06",0,1069.83244387165,0,"ABASOLO",433.99,281.88,781,"pri","pan",2,0,2017-06-01,1,16.3547561487426
"209","05001",2018,"07",0,1069.80868397001,0,"ABASOLO",438.92,425,904,"pan","pri",3,1,2018-07-01,1,13.9394968018819
"210","05002",2002,"09",0,110518.039985584,0,"ACUÑA",9661,5446.02,23487,"pri","prd",0,0,2002-09-01,1,8.81339328842663
"211","05002",2005,"09",0,110557.237300428,0,"ACUÑA",16511.98,14527,36022,"udc","pri",1,0,2005-09-01,1,7.18363141657798
"212","05002",2009,"10",0,110609.500386886,0,"ACUÑA",31331.02,15422.29,51544,"pri","udc",2,0,2009-10-01,1,7.95379278184042
"213","05002",2013,"07",1,136794.737543156,8.61309307370031,"ACUÑA",23792.05,20276.04,53121,"pri","udc",2,0,2013-07-01,1,7.62990298018438
"214","05002",2017,"06",1,136846.817267581,8.89680903297434,"ACUÑA",24985.76,16153.85,57839,"udc","pri",3,0,2017-06-01,1,7.35200008466016
"215","05002",2018,"07",2,136859.837198687,17.2179922257414,"ACUÑA",18173.72,17497.93,62217,"udc","pri",3,0,2018-07-01,1,7.18755920610819
"216","05003",2002,"09",0,20945.0466443974,0,"ALLENDE",4081,3286,7502,"pri","pan",0,0,2002-09-01,1,2.42191290837344
"217","05003",2005,"09",0,20947.6311483303,0,"ALLENDE",4407,3519,7926,"pri","pan",0,0,2005-09-01,1,4.17466180221697
"218","05003",2009,"10",0,20951.0771535742,0,"ALLENDE",5007,4104.65,9273,"pan","pri",1,1,2009-10-01,1,8.41369643017659
"219","05003",2013,"07",0,22675.5755998914,0,"ALLENDE",4994.51,4691.8,9930,"pri","pan",2,0,2013-07-01,1,7.98007516952805
"220","05003",2017,"06",1,22676.3299767687,53.6903458913896,"ALLENDE",3860,3348.59,10691,"pri","udc",2,0,2017-06-01,1,7.46650597544951
"221","05003",2018,"07",0,22676.5185709881,0,"ALLENDE",3857.57,3303.93,11236,"udc","pri",3,0,2018-07-01,1,7.98354046248407
"222","05004",2002,"09",0,19377.7458791801,0,"ARTEAGA",3543,1077,5540,"pri","prd",0,0,2002-09-01,1,5.10894119924236
"223","05004",2005,"09",0,19382.4761779487,0,"ARTEAGA",4936,1469,6910,"pri","pan",0,0,2005-09-01,1,5.30254108355933
"224","05004",2009,"10",0,19388.7832429735,0,"ARTEAGA",6694.91,2699,9858,"pri","pan",0,0,2009-10-01,1,8.79812040254508
"225","05004",2013,"07",1,22554.6266919577,52.2387633607669,"ARTEAGA",6354.08,3272.78,11012,"pri","pan",0,0,2013-07-01,1,7.46683386803813
"226","05004",2017,"06",1,22568.5539543079,53.9467438837658,"ARTEAGA",6095.94,3066,12112,"pri","indep",0,0,2017-06-01,1,8.04789398002772
"227","05004",2018,"07",0,22572.0357698955,0,"ARTEAGA",6374.94,2249.89,11803,"pri","pan",0,0,2018-07-01,1,7.55102955420132
"228","05005",2002,"09",0,1677.1547981617,0,"CANDELA",721,277,998,"pri","pan",0,0,2002-09-01,1,0
"229","05005",2005,"09",0,1677.35027738526,0,"CANDELA",731,337,1116,"pri","pan",0,0,2005-09-01,1,0
"230","05005",2009,"10",0,1677.61091635001,0,"CANDELA",976.93,285,1265,"pri","pan",0,0,2009-10-01,1,9.33213399350202
"231","05005",2013,"07",0,1807.75072445649,0,"CANDELA",947.64,481.6,1463,"pri","pan",0,0,2013-07-01,1,14.2785660727354
"232","05005",2017,"06",0,1807.42402580881,0,"CANDELA",653.98,570.93,1285,"pri","pan",0,0,2017-06-01,1,13.3596484541931
"233","05005",2018,"07",0,1807.34235114689,0,"CANDELA",750.96,557.97,1362,"pri","pan",0,0,2018-07-01,1,20.5241239749255
"234","05006",2002,"09",0,22533.9727589285,0,"CASTAÑOS",4007,2047,7470,"pri","prd",0,0,2002-09-01,1,6.68016580019401
"235","05006",2005,"09",0,22538.9895615973,0,"CASTAÑOS",3675,3097,9150,"pri","prd",0,0,2005-09-01,1,3.84448668217867
"236","05006",2009,"10",0,22545.6786318224,0,"CASTAÑOS",5305.14,3857.09,10930,"pri","prd",0,0,2009-10-01,1,6.92442650974819
"237","05006",2013,"07",0,25896.8888221744,0,"CASTAÑOS",4415.13,3144,11714,"pri","prd",0,0,2013-07-01,1,8.65595820031123
"238","05006",2017,"06",0,25903.2960756526,0,"CASTAÑOS",5283.94,3413,12619,"pri","prd",0,0,2017-06-01,1,8.78943136709713
"239","05006",2018,"07",0,25904.8978890222,0,"CASTAÑOS",5098.88,3181.69,12520,"pri","pan",0,0,2018-07-01,1,8.86668582625405
"240","05007",2002,"09",0,12155.0150505412,0,"CUATROCIENEGAS",2214,2142,4480,"pan","pri",0,1,2002-09-01,1,4.10627594715781
"241","05007",2005,"09",0,12156.296857053,0,"CUATROCIENEGAS",2631,1011,4984,"pri","prd",1,0,2005-09-01,1,3.06434043536455
"242","05007",2009,"10",0,12158.005932402,0,"CUATROCIENEGAS",2900.84,2249,5488,"pri","pan",1,0,2009-10-01,1,2.75212974559935
"243","05007",2013,"07",0,13012.5497932608,0,"CUATROCIENEGAS",2885.64,2617,6005,"pri","prd",1,0,2013-07-01,1,3.55630639013526
"244","05007",2017,"06",0,13011.9597557032,0,"CUATROCIENEGAS",2762.97,1948.97,6141,"pri","pan",1,0,2017-06-01,1,3.32743518680972
"245","05007",2018,"07",0,13011.8122463138,0,"CUATROCIENEGAS",2837.94,2115.94,6178,"pan","pri",2,1,2018-07-01,1,4.03594507182264
"246","05008",2002,"09",0,2784.13825484671,0,"ESCOBEDO",687,667,1354,"pri","pan",0,0,2002-09-01,1,0
"247","05008",2005,"09",0,2784.31284316088,0,"ESCOBEDO",727.93,708,1439,"pan","pri",1,1,2005-09-01,1,0
"248","05008",2009,"10",0,2784.54562757978,0,"ESCOBEDO",888.98,718,1610,"pri","pan",2,0,2009-10-01,1,2.95528845597544
"249","05008",2013,"07",0,2901.22057108698,0,"ESCOBEDO",781.16,695.61,1798,"pri","mc",2,0,2013-07-01,1,23.9939372998214
"250","05008",2017,"06",0,2901.50964989038,0,"ESCOBEDO",852.98,593,1693,"pri","prd",2,0,2017-06-01,1,22.4497730181497
"251","05008",2018,"07",0,2901.58191959123,0,"ESCOBEDO",938.98,788,1805,"pri","prd",2,0,2018-07-01,1,19.1344056947943
"252","05009",2002,"09",1,46462.8996812483,26.2037024884903,"FRANCISCO I. MADERO",8691,3670.88,16973,"pri","prd",0,0,2002-09-01,1,5.29972276551776
"253","05009",2005,"09",0,46476.6638061195,0,"FRANCISCO I. MADERO",7686,6778,19255,"pri","prd",0,0,2005-09-01,1,6.86386401464514
"254","05009",2009,"10",0,46495.0159726145,0,"FRANCISCO I. MADERO",8380.75,4216,21993,"pri","pvem",0,0,2009-10-01,1,12.2124592437844
"255","05009",2013,"07",2,55681.0746457614,42.320512452297,"FRANCISCO I. MADERO",11056.35,5302.85,24310,"pri","pan",0,0,2013-07-01,1,11.1160197632044
"256","05009",2017,"06",0,55687.7254382315,0,"FRANCISCO I. MADERO",9202,6614,27425,"pri","pj1",0,0,2017-06-01,1,11.2714958591567
"257","05009",2018,"07",0,55689.388136349,0,"FRANCISCO I. MADERO",11984.81,8068.87,28612,"morena","pri",1,0,2018-07-01,1,10.2377466614049
"258","05010",2002,"09",0,66589.2048620187,0,"FRONTERA",9272,7285,19545,"pan","pri",0,1,2002-09-01,1,1.56564649360245
"259","05010",2005,"09",0,66602.0915686956,0,"FRONTERA",13939,8723.99,23832,"pri","pan",1,0,2005-09-01,1,2.80497160290263
"260","05010",2009,"10",0,66619.2738442648,0,"FRONTERA",15076.22,6230,25035,"pri","pan",1,0,2009-10-01,1,4.87865871656319
"261","05010",2013,"07",2,75225.8684136968,31.3250170798184,"FRONTERA",16364,11515.92,29590,"pan","pri",2,1,2013-07-01,1,5.43104688934499
"262","05010",2017,"06",0,75240.1124747358,0,"FRONTERA",12446,9457.97,32917,"pri","pan",3,0,2017-06-01,1,5.31670498684331
"263","05010",2018,"07",0,75243.6734899955,0,"FRONTERA",13190.93,9522.96,36287,"pri","pan",3,0,2018-07-01,1,4.94162273728311
"264","05011",2002,"09",0,11316.4324895205,0,"GENERAL CEPEDA",1776,1454,4179,"pri","pan",0,0,2002-09-01,1,4.41027202572746
"265","05011",2005,"09",0,11316.9786375802,0,"GENERAL CEPEDA",2177,1209.99,4223,"pri","pan",0,0,2005-09-01,1,6.51139575664536
"266","05011",2009,"10",0,11317.7068349932,0,"GENERAL CEPEDA",2042.97,1804,5769,"pri","pan",0,0,2009-10-01,1,7.33633205268197
"267","05011",2013,"07",0,11682.3263243479,0,"GENERAL CEPEDA",3082.18,2366.59,5907,"pri","pan",0,0,2013-07-01,1,7.70358793620184
"268","05011",2017,"06",0,11682.7540025776,0,"GENERAL CEPEDA",2551.98,2089,6244,"pan","pri",1,1,2017-06-01,1,7.70707840324746
"269","05011",2018,"07",0,11682.860922135,0,"GENERAL CEPEDA",4061.99,2027.95,6740,"pan","pri",1,2,2018-07-01,1,7.00861338150634
"270","05012",2002,"09",0,2050.04844827962,0,"GUERRERO",568,0,568,"pri",NA,0,0,2002-09-01,1,11.9733181409118
"271","05012",2005,"09",0,2050.10962879997,0,"GUERRERO",615,535,1150,"pri","pan",0,0,2005-09-01,1,5.92494093570891
"272","05012",2009,"10",0,2050.1912028271,0,"GUERRERO",721.97,581,1306,"pri","pan",0,0,2009-10-01,1,16.8057394056207
"273","05012",2013,"07",1,2090.32317913036,563.657246025369,"GUERRERO",745.89,495.68,1311,"pri","pan",0,0,2013-07-01,1,36.9856291296358
"274","05012",2017,"06",0,2089.43614280211,0,"GUERRERO",580.98,556.97,1197,"pan","pri",1,1,2017-06-01,1,42.9794749306919
"275","05012",2018,"07",0,2089.21438372005,0,"GUERRERO",702.99,585.94,1360,"pan","pri",1,2,2018-07-01,1,70.0328491067772
"276","05013",2002,"09",0,1441.48566446152,0,"HIDALGO",306,247,553,"pan","pri",0,1,2002-09-01,1,86.2680247383535
"277","05013",2005,"09",0,1442.09896187284,0,"HIDALGO",423,261,684,"pri","pan",1,0,2005-09-01,1,42.6893318292883
"278","05013",2009,"10",0,1442.91669175461,0,"HIDALGO",657.93,24.98,685,"pri","pvem",1,0,2009-10-01,1,29.1610224467674
"279","05013",2013,"07",0,1851.82324097824,0,"HIDALGO",580.58,25.57,621,"pri","pna",1,0,2013-07-01,1,45.6992859849053
"280","05013",2017,"06",0,1851.59158193716,0,"HIDALGO",495.97,178.55,837,"pri","udc",1,0,2017-06-01,1,42.7582428274609
"281","05013",2018,"07",0,1851.53366717689,0,"HIDALGO",413.86,387,866,"pri","udc",1,0,2018-07-01,1,49.9586253106907
"282","05014",2002,"09",0,9724.24933139022,0,"JIMENEZ",1512,1216,3360,"pri","prd",0,0,2002-09-01,1,5.40290768896306
"283","05014",2005,"09",0,9724.56418723886,0,"JIMENEZ",2211.42,1498,4042,"prd","pri",1,0,2005-09-01,1,12.9663947253045
"284","05014",2009,"10",0,9724.98399503704,0,"JIMENEZ",2360.82,1272.88,4662,"pri","pan",2,0,2009-10-01,1,12.2258834976677
"285","05014",2013,"07",0,9934.34584054341,0,"JIMENEZ",3123.08,1576.72,4900,"pri","pan",2,0,2013-07-01,1,11.1100616220032
"286","05014",2017,"06",0,9933.48850409222,0,"JIMENEZ",1679,759,5048,"pri","pt",2,0,2017-06-01,1,10.3950576562307
"287","05014",2018,"07",0,9933.27416997942,0,"JIMENEZ",2563.94,800.55,4847,"pri","udc",2,0,2018-07-01,1,10.9119505430078
"288","05015",2002,"09",0,1609.98700168108,0,"JUAREZ",387,343,730,"pri","pan",0,0,2002-09-01,1,0
"289","05015",2005,"09",0,1609.97058739513,0,"JUAREZ",355,303,792,"pan","pri",1,1,2005-09-01,1,0
"290","05015",2009,"10",0,1609.94870168053,0,"JUAREZ",370,318.94,972,"prd","pri",3,0,2009-10-01,1,0
"291","05015",2010,"07",0,1598.99961349475,0,"JUAREZ",515.81,452,976,"pri","prd",2,0,2010-07-01,1,10.7242841472022
"292","05015",2013,"07",0,1598.97733858695,0,"JUAREZ",472.95,303.02,1081,"pri","prd",4,0,2013-07-01,1,12.0861167148139
"293","05015",2017,"06",0,1598.94763870989,0,"JUAREZ",441.96,379,977,"pri","prd",4,0,2017-06-01,1,14.9561972789904
"294","05015",2018,"07",0,1598.94021374063,0,"JUAREZ",592,414.98,1028,"prd","pri",5,0,2018-07-01,1,18.9658950219337
"295","05016",2002,"09",0,1781.06380992925,0,"LAMADRID",507,245,973,"pri","prd",0,0,2002-09-01,1,27.5633030768629
"296","05016",2005,"09",0,1781.14438915118,0,"LAMADRID",426,271,986,"pri","prd",0,0,2005-09-01,1,13.6395726565919
"297","05016",2009,"10",0,1781.25182811374,0,"LAMADRID",581,573.99,1204,"pan","pri",1,1,2009-10-01,1,12.481495732919
"298","05016",2010,"07",0,1834.99817054182,0,"LAMADRID",648.99,521.98,1190,"pri","pan",0,0,2010-07-01,1,9.31717287105223
"299","05016",2013,"07",0,1834.89273597825,0,"LAMADRID",524.19,411.72,1286,"pri","mc",2,0,2013-07-01,1,7.00020395602866
"300","05016",2017,"06",0,1834.75215656016,0,"LAMADRID",643.95,510.93,1259,"pan","pri",3,1,2017-06-01,1,6.54969578064068
"301","05016",2018,"07",0,1834.71701170563,0,"LAMADRID",615.99,607.93,1335,"pri","pan",4,0,2018-07-01,1,5.58244112949121
"302","05017",2002,"09",0,92046.8797785091,0,"MATAMOROS",16777,8771.27,33409,"pri","udc",0,0,2002-09-01,1,7.08060585571298
"303","05017",2005,"09",0,92069.4583749343,0,"MATAMOROS",14921,13385,39992,"pri","udc",0,0,2005-09-01,1,8.06941265567408
"304","05017",2009,"10",3,92099.563170168,38.3788727946948,"MATAMOROS",19154.06,14722,42342,"pri","udc",0,0,2009-10-01,1,13.7458237744091
"305","05017",2013,"07",4,107176.885774241,43.9731308832185,"MATAMOROS",22910.32,15036,46958,"pri","ppc",0,0,2013-07-01,1,13.8249011532199
"306","05017",2017,"06",0,107199.016142636,0,"MATAMOROS",20533.85,13946.69,53961,"pri","ppc",0,0,2017-06-01,1,13.5939744243306
"307","05017",2018,"07",2,107204.548734734,21.9808920490305,"MATAMOROS",23992.88,19866.92,53339,"morena","pri",1,0,2018-07-01,1,12.9593104557103
"308","05018",2002,"09",0,193770.542567238,0,"MONCLOVA",26210,15814,46475,"pri","pan",0,0,2002-09-01,1,5.13933756790827
"309","05018",2005,"09",2,193804.060539143,12.5642362354332,"MONCLOVA",34954,26112,66499,"pri","pan",0,0,2005-09-01,1,4.38647681272438
"310","05018",2009,"10",0,193848.751168351,0,"MONCLOVA",49193.95,11765,66624,"pri","pan",0,0,2009-10-01,1,6.96208120481224
"311","05018",2013,"07",4,216238.851495112,21.7948957517145,"MONCLOVA",39878.63,31673.86,76694,"pan","pri",1,1,2013-07-01,1,8.80052396108541
"312","05018",2017,"06",1,216281.906416893,5.62922724406365,"MONCLOVA",36434.97,31592,96491,"pan","pri",1,2,2017-06-01,1,8.8125715535799
"313","05018",2018,"07",2,216292.670147338,10.8947363371029,"MONCLOVA",38682.97,29988.95,106687,"pan","pri",1,3,2018-07-01,1,8.77476199822062
"314","05019",2002,"09",0,7264.11549209653,0,"MORELOS",1559,1524,3153,"pri","pan",0,0,2002-09-01,1,3.37869020591517
"315","05019",2005,"09",2,7265.52413627242,335.144437528395,"MORELOS",1780,1711.7,3506,"pri","pan",0,0,2005-09-01,1,1.67192917406112
"316","05019",2009,"10",0,7267.40232850695,0,"MORELOS",2199.6,1627,3853,"pri","pan",0,0,2009-10-01,1,12.8182713805647
"317","05019",2013,"07",0,8206.57849771735,0,"MORELOS",2748.73,1709.9,4497,"pan","pri",1,1,2013-07-01,1,12.0977317705531
"318","05019",2017,"06",0,8206.02608000399,0,"MORELOS",1721.98,1456.91,4189,"pri","pan",2,0,2017-06-01,1,11.3191648744284
"319","05019",2018,"07",0,8205.88797557566,0,"MORELOS",2412.96,1314.94,4383,"pri","pan",2,0,2018-07-01,1,9.64755824740314
"320","05020",2002,"09",0,62777.7987430127,0,"MUZQUIZ",9489.59,8459,22410,"udc","pri",0,0,2002-09-01,1,5.12471620658488
"321","05020",2005,"09",0,62783.8585989431,0,"MUZQUIZ",13414,4233.78,22486,"pri","udc",1,0,2005-09-01,1,4.72470606198773
"322","05020",2009,"10",0,62791.9384068503,0,"MUZQUIZ",10619.82,5899.9,27657,"pri","udc",1,0,2009-10-01,1,5.63666118929491
"323","05020",2013,"07",0,66841.2410768486,0,"MUZQUIZ",16728.7,2612.91,28270,"pri","pan",1,0,2013-07-01,1,7.29787923349718
"324","05020",2017,"06",0,66850.7311775658,0,"MUZQUIZ",12879.94,5746.55,29876,"pri","pan",1,0,2017-06-01,1,7.18594022489359
"325","05020",2018,"07",0,66853.1037027451,0,"MUZQUIZ",12110.94,7316.59,30283,"pri","udc",1,0,2018-07-01,1,8.00107927122734
"326","05021",2002,"09",0,5946.45966782368,0,"NADADORES",1354,1219,2633,"pri","pan",0,0,2002-09-01,1,4.26521544980896
"327","05021",2005,"09",0,5947.04013666311,0,"NADADORES",1482,1201,2787,"pri","pan",0,0,2005-09-01,1,2.11062207825598
"328","05021",2009,"10",0,5947.81409511568,0,"NADADORES",1878.98,1326,3243,"pri","pan",0,0,2009-10-01,1,5.79191334046593
"329","05021",2013,"07",0,6335.30819521742,0,"NADADORES",2024.97,1412.11,3634,"pan","pri",1,1,2013-07-01,1,6.35239794040019
"330","05021",2017,"06",0,6335.71211354547,0,"NADADORES",1657,979.98,3459,"pri","pan",2,0,2017-06-01,1,5.94358025116651
"331","05021",2018,"07",0,6335.81309312748,0,"NADADORES",1299.96,1119.94,3666,"pri","pan",2,0,2018-07-01,1,5.87661892135691
"332","05022",2002,"09",0,23024.800795235,0,"NAVA",4051,3187,7385,"pan","pri",0,1,2002-09-01,1,7.60391833657281
"333","05022",2005,"09",0,23032.1260433912,0,"NAVA",3943,2920,8115,"pri","pan",1,0,2005-09-01,1,5.41834439043172
"334","05022",2009,"10",0,23041.8930409328,0,"NAVA",4926.36,3710,9237,"pri","pan",1,0,2009-10-01,1,7.01051285888369
"335","05022",2013,"07",2,27935.8574672835,84.352220641981,"NAVA",3481.2,3475.56,11463,"pri","pan",1,0,2013-07-01,1,8.52339018262883
"336","05022",2017,"06",0,27946.1554046568,0,"NAVA",5716.93,2594.67,11268,"pri","pan",1,0,2017-06-01,1,8.80985256966797
"337","05022",2018,"07",0,27948.7298890001,0,"NAVA",5289.91,4724.91,12750,"pri","pan",1,0,2018-07-01,1,9.12727973187451
"338","05023",2002,"09",0,12051.7450713914,0,"OCAMPO",1544,1529,3363,"prd","pri",0,0,2002-09-01,1,2.10473213547687
"339","05023",2005,"09",0,12050.1603466935,0,"OCAMPO",1670,1052,3666,"pri","prd",1,0,2005-09-01,1,3.12509877751667
"340","05023",2009,"10",0,12048.0473804297,0,"OCAMPO",1997.62,670.01,4261,"pri","prd",1,0,2009-10-01,1,5.98534110399076
"341","05023",2013,"07",0,10988.9619835867,0,"OCAMPO",2001.15,1574.88,4221,"pri","mc",1,0,2013-07-01,1,6.27876232320215
"342","05023",2017,"06",0,10986.290974643,0,"OCAMPO",1739,1538.94,4274,"mc","pri",2,0,2017-06-01,1,5.87468355982775
"343","05023",2018,"07",0,10985.623222407,0,"OCAMPO",2205.97,1928.94,4646,"pri","morena",3,0,2018-07-01,1,6.86589485295911
"344","05024",2002,"09",0,43341.4365939651,0,"PARRAS",6418,5391,13420,"pan","pri",0,1,2002-09-01,1,6.90919543949535
"345","05024",2005,"09",1,43344.5135264764,28.0889067830074,"PARRAS",5827,4681,15182,"pri","udc",1,0,2005-09-01,1,5.41787250990473
"346","05024",2009,"10",1,43348.6161031582,27.1802403944742,"PARRAS",6109,5719,18672,"pvem","pri",2,0,2009-10-01,1,6.11014118916528
"347","05024",2013,"07",0,45399.596503152,0,"PARRAS",9458,5530.56,21986,"pvem","pri",2,0,2013-07-01,1,6.43003383340421
"348","05024",2017,"06",0,45397.757090766,0,"PARRAS",6225,6037,19794,"pvem","pcp",2,0,2017-06-01,1,6.14470191569583
"349","05024",2018,"07",0,45397.2972376695,0,"PARRAS",6230.67,4561.55,19846,"morena","pri",3,0,2018-07-01,1,6.13158755897286
"350","05025",2002,"09",3,128159.158774337,28.4997189036746,"PIEDRAS NEGRAS",20939,9212,38309,"pri","pan",0,0,2002-09-01,1,11.5109033194871
"351","05025",2005,"09",1,128195.980494341,9.49717764398815,"PIEDRAS NEGRAS",24042,12272.92,39829,"pri","pan",0,0,2005-09-01,1,10.3203915254471
"352","05025",2009,"10",1,128245.076121014,9.18729858555988,"PIEDRAS NEGRAS",27319.18,12218.14,45724,"pri","pan",0,0,2009-10-01,1,14.087622646013
"353","05025",2013,"07",1,152841.534606417,7.70880644116581,"PIEDRAS NEGRAS",26501.58,16491.28,48905,"pri","pan",0,0,2013-07-01,1,15.5775573125247
"354","05025",2017,"06",1,152888.105993642,7.96334019633046,"PIEDRAS NEGRAS",22600.93,18698,64540,"pri","indep",0,0,2017-06-01,1,15.5773955443337
"355","05025",2018,"07",0,152899.748840448,0,"PIEDRAS NEGRAS",25557.77,20925.93,68238,"morena","pri",1,0,2018-07-01,1,15.1700177816415
"356","05026",2002,"09",0,3607.84047517687,0,"PROGRESO",728,498,1378,"pri","pan",0,0,2002-09-01,1,0
"357","05026",2005,"09",0,3607.63902712206,0,"PROGRESO",1082,241.87,1566,"pri","udc",0,0,2005-09-01,1,0
"358","05026",2009,"10",0,3607.37042971564,0,"PROGRESO",1277.6,528.65,1867,"pri","pan",0,0,2009-10-01,1,2.3892695414031
